programme_id,ref,field,original_url,resolved_url
9829,YT5052MasterSermonAM16.07.23,audio_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-06-21/to/2023-08-02/sort/date/direction/desc/resource/4466/title/seeing-gods-face-and-reigning-with-him,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-06-21/to/2023-08-02/sort/date/direction/desc/resource/4466/title/seeing-gods-face-and-reigning-with-him
9835,YT5053MasterSermonPM16.07.23,transcript_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-06-21/to/2023-08-02/sort/date/direction/desc/resource/4467/title/jesus-teaching-on-divorce,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-06-21/to/2023-08-02/sort/date/direction/desc/resource/4467/title/jesus-teaching-on-divorce
9835,YT5053MasterSermonPM16.07.23,audio_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-06-21/to/2023-08-02/sort/date/direction/desc/resource/4467/title/jesus-teaching-on-divorce,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-06-21/to/2023-08-02/sort/date/direction/desc/resource/4467/title/jesus-teaching-on-divorce
9847,YT5114SermonPM23.07.23,transcript_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-06-21/to/2023-08-02/sort/date/direction/desc/resource/4468/title/singleness-and-how-to-live-it,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-06-21/to/2023-08-02/sort/date/direction/desc/resource/4468/title/singleness-and-how-to-live-it
9847,YT5114SermonPM23.07.23,audio_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-06-21/to/2023-08-02/sort/date/direction/desc/resource/4468/title/singleness-and-how-to-live-it,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-06-21/to/2023-08-02/sort/date/direction/desc/resource/4468/title/singleness-and-how-to-live-it
9850,YT5113SermonAM23.07.23,transcript_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-06-21/to/2023-08-02/sort/date/direction/desc/resource/4469/title/the-return-of-the-king,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-06-21/to/2023-08-02/sort/date/direction/desc/resource/4469/title/the-return-of-the-king
9850,YT5113SermonAM23.07.23,audio_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-06-21/to/2023-08-02/sort/date/direction/desc/resource/4469/title/the-return-of-the-king,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-06-21/to/2023-08-02/sort/date/direction/desc/resource/4469/title/the-return-of-the-king
9860,YT5121SermonPM30.07.23,transcript_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-06-21/to/2023-08-02/sort/date/direction/desc/resource/4471/title/a-pattern-of-repentance,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-06-21/to/2023-08-02/sort/date/direction/desc/resource/4471/title/a-pattern-of-repentance
9860,YT5121SermonPM30.07.23,audio_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-07-24/to/2023-09-04/sort/date/direction/desc/resource/4471/title/a-pattern-of-repentance,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-07-24/to/2023-09-04/sort/date/direction/desc/resource/4471/title/a-pattern-of-repentance
9864,YT5126SermonAM06.08.23,transcript_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-07-24/to/2023-09-04/sort/date/direction/desc/resource/4472/title/true-wisdom-to-live-by,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-07-24/to/2023-09-04/sort/date/direction/desc/resource/4472/title/true-wisdom-to-live-by
9864,YT5126SermonAM06.08.23,audio_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-07-24/to/2023-09-04/sort/date/direction/desc/resource/4472/title/true-wisdom-to-live-by,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-07-24/to/2023-09-04/sort/date/direction/desc/resource/4472/title/true-wisdom-to-live-by
9915,YT5127SermonPM06.08.23,transcript_link,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-07-24/to/2023-09-04/sort/date/direction/desc/resource/4473/title/psalm-32,https://www.printandaudio.org.uk/app/explore/resources/type/sermons/church/jesmond-parish-church/from/2023-07-24/to/2023-09-04/sort/date/direction/desc/resource/4473/title/psalm-32
